bldg_id,in.sqft,in.area_median_income,in.battery,in.bedrooms,in.ceiling_fan,in.clothes_dryer,in.clothes_dryer_usage_level,in.clothes_washer,in.clothes_washer_presence,in.clothes_washer_usage_level,in.cooking_range,in.cooking_range_usage_level,in.cooling_setpoint,in.cooling_setpoint_has_offset,in.cooling_setpoint_offset_magnitude,in.cooling_setpoint_offset_period,in.corridor,in.dishwasher,in.dishwasher_usage_level,in.door_area,in.duct_leakage_and_insulation,in.duct_location,in.federal_poverty_level,in.geometry_attic_type,in.geometry_building_horizontal_location_mf,in.geometry_building_horizontal_location_sfa,in.geometry_building_level_mf,in.geometry_building_number_units_mf,in.geometry_building_number_units_sfa,in.geometry_building_type_recs,in.geometry_floor_area,in.geometry_floor_area_bin,in.geometry_foundation_type,in.geometry_garage,in.geometry_stories,in.geometry_stories_low_rise,in.geometry_story_bin,in.geometry_wall_exterior_finish,in.geometry_wall_type,in.has_pv,in.heating_fuel,in.heating_setpoint,in.heating_setpoint_has_offset,in.heating_setpoint_offset_magnitude,in.heating_setpoint_offset_period,in.holiday_lighting,in.hot_water_distribution,in.hot_water_fixtures,in.household_has_tribal_persons,in.hvac_cooling_efficiency,in.hvac_cooling_partial_space_conditioning,in.hvac_cooling_type,in.hvac_has_ducts,in.hvac_has_shared_system,in.hvac_has_zonal_electric_heating,in.hvac_heating_efficiency,in.hvac_heating_type,in.hvac_heating_type_and_fuel,in.hvac_shared_efficiencies,in.income_recs_2020,in.infiltration,in.insulation_ceiling,in.insulation_floor,in.insulation_foundation_wall,in.insulation_rim_joist,in.insulation_roof,in.insulation_slab,in.insulation_wall,in.interior_shading,in.lighting,in.lighting_interior_use,in.lighting_other_use,in.mechanical_ventilation,in.misc_extra_refrigerator,in.misc_freezer,in.misc_gas_fireplace,in.misc_gas_grill,in.misc_gas_lighting,in.misc_hot_tub_spa,in.misc_pool,in.misc_pool_heater,in.misc_pool_pump,in.misc_well_pump,in.natural_ventilation,in.neighbors,in.occupants,in.orientation,in.overhangs,in.plug_load_diversity,in.plug_loads,in.pv_orientation,in.pv_system_size,in.radiant_barrier,in.refrigerator,in.refrigerator_usage_level,in.roof_material,in.solar_hot_water,in.tenure,in.usage_level,in.vacancy_status,in.vintage,in.vintage_acs,in.water_heater_efficiency,in.water_heater_fuel,in.water_heater_in_unit,in.window_areas,in.windows,in.representative_income,out.site_energy.total.energy_consumption.kwh
323456,1228,60-80%,,3,Standard Efficiency,Electric,100% Usage,EnergyStar,Yes,100% Usage,Electric Resistance,100% Usage,76F,No,0F,,Not Applicable,,100% Usage,20 ft^2,,,300-400%,Unvented Attic,,,,,,Single-Family Detached,1000-1499,0-1499,Heated Basement,,1,1,<8,"Shingle, Composition, Medium",Wood Frame,No,Other Fuel,67F,No,0F,,No Exterior Use,Uninsulated,100% Usage,No,"Room AC, EER 10.7",40% Conditioned,Room AC,No,,No,"Fuel Wall/Floor Furnace, 60% AFUE",Non-Ducted Heating,Other Fuel Fuel Wall/Floor Furnace,,20000-39999,20 ACH50,R-30,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,"Wood Stud, R-7","Summer = 0.7, Winter = 0.85",100% Incandescent,100% Usage,100% Usage,,,"EF 12, National Average",,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,1,West,,1.0,1.01,,,No,EF 6.7,100% Usage,"Asphalt Shingles, Medium",,Owner,Medium,Occupied,1970s,1960-79,FIXME Fuel Oil Indirect,Fuel Oil,Yes,F9 B9 L9 R9,"Single, Clear, Non-metal",38588,8698.9355048519
324063,854,120-150%,,2,Standard Efficiency,,120% Usage,,,120% Usage,Electric Resistance,120% Usage,75F,No,0F,,Double-Loaded Interior,,120% Usage,20 ft^2,,,400%+,,Middle,,Bottom,15.0,,Multi-Family with 5+ Units,750-999,0-1499,Unheated Basement,,1,1,<8,,Brick,No,Natural Gas,68F,No,0F,,No Exterior Use,Uninsulated,200% Usage,No,"Room AC, EER 12.0",20% Conditioned,Room AC,No,Heating Only,No,Shared Heating,Non-Ducted Heating,Natural Gas Shared Heating,"Boiler Baseboards Heating Only, Fuel",60000-99999,20 ACH50,,Uninsulated,Uninsulated,Uninsulated,"Finished, R-13",,"Brick, 12-in, 3-wythe, R-7","Summer = 0.7, Winter = 0.85",100% Incandescent,100% Usage,100% Usage,,,,,,,,,,,,"Cooling Season, 7 days/wk",27,2,West,,2.0,0.89,,,,EF 17.6,105% Usage,"Asphalt Shingles, Medium",,Renter,High,Occupied,1970s,1960-79,Electric Standard,Electricity,No,F12 B12 L12 R12,"Double, Clear, Metal, Air",89096,18242.5018339401
324321,5587,150%+,,4,Standard Efficiency,Electric,120% Usage,EnergyStar,Yes,120% Usage,Propane,120% Usage,72F,No,0F,,Not Applicable,318 Rated kWh,120% Usage,20 ft^2,"0% Leakage to Outside, Uninsulated",Heated Basement,400%+,,,,,,,Single-Family Detached,4000+,4000+,Heated Basement,3 Car,2,2,<8,"Vinyl, Light",Wood Frame,No,Propane,70F,No,0F,,No Exterior Use,Uninsulated,200% Usage,No,"Room AC, EER 12.0",20% Conditioned,Room AC,Yes,,No,"Fuel Furnace, 76% AFUE",Ducted Heating,Propane Fuel Furnace,,100000-149999,3 ACH50,,Uninsulated,"Wall R-10, Exterior","R-10, Exterior","Finished, R-19",,"Wood Stud, R-11","Summer = 0.7, Winter = 0.85",100% CFL,100% Usage,100% Usage,,EF 15.9,"EF 12, National Average",,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,3,North,,2.0,1.01,,,No,EF 21.9,105% Usage,"Asphalt Shingles, Medium",,Owner,High,Occupied,2000s,2000-09,Propane Standard,Propane,Yes,F12 B12 L12 R12,"Double, Low-E, Non-metal, Air, M-Gain",149501,66508.9625227437
325136,854,0-30%,,1,Standard Efficiency,,100% Usage,,,100% Usage,Gas,100% Usage,75F,No,0F,,Double-Loaded Interior,,100% Usage,20 ft^2,,,0-100%,,Right,,Top,20.0,,Multi-Family with 5+ Units,750-999,0-1499,Unheated Basement,,5,4+,<8,,Brick,No,Electricity,75F,Yes,3F,Night -3h,No Exterior Use,Uninsulated,100% Usage,No,"Room AC, EER 9.8",40% Conditioned,Room AC,No,Heating Only,No,Shared Heating,Ducted Heating,Electricity Shared Heating,"Boiler Baseboards Heating Only, Electricity",<20000,25 ACH50,,Uninsulated,Uninsulated,Uninsulated,"Finished, R-13",,"Brick, 12-in, 3-wythe, Uninsulated","Summer = 0.7, Winter = 0.85",100% CFL,100% Usage,100% Usage,,,,,,,,,,,,"Cooling Season, 7 days/wk",4,1,Southwest,,1.0,0.89,,,,EF 6.7,100% Usage,"Asphalt Shingles, Medium",,Renter,Medium,Occupied,<1940,<1940,Electric Premium,Electricity,No,F30 B30 L30 R30,"Single, Clear, Metal",4849,24151.4007507524
325521,2115,0-30%,,3,Standard Efficiency,Electric,120% Usage,Standard,Yes,120% Usage,Electric Resistance,120% Usage,65F,No,0F,,Double-Loaded Interior,,120% Usage,20 ft^2,,,0-100%,,Right,,Bottom,4.0,,Multi-Family with 2 - 4 Units,2000-2499,1500-2499,Vented Crawlspace,,2,2,<8,,Brick,No,Propane,70F,Yes,3F,Night +2h,No Exterior Use,Uninsulated,200% Usage,No,"Room AC, EER 10.7",60% Conditioned,Room AC,No,,No,"Fuel Wall/Floor Furnace, 68% AFUE",Non-Ducted Heating,Propane Fuel Wall/Floor Furnace,,<20000,20 ACH50,,Uninsulated,Uninsulated,Uninsulated,"Finished, R-38",,"Brick, 12-in, 3-wythe, Uninsulated","Summer = 0.7, Winter = 0.85",100% CFL,100% Usage,100% Usage,,,,,,,,,,,,"Cooling Season, 7 days/wk",27,1,South,,2.0,1.19,,,,EF 17.6,105% Usage,"Tile, Clay or Ceramic",,Renter,High,Occupied,<1940,<1940,Electric Standard,Electricity,Yes,F15 B15 L15 R15,"Double, Clear, Metal, Air",4849,51628.5720058193
326184,322,30-60%,,1,,,80% Usage,,,80% Usage,Electric Resistance,80% Usage,68F,No,0F,,Double-Loaded Interior,,80% Usage,20 ft^2,,,200-300%,,Left,,Top,4.0,,Multi-Family with 2 - 4 Units,0-499,0-1499,Vented Crawlspace,,2,2,<8,,Brick,No,Natural Gas,75F,Yes,3F,Night +4h,No Exterior Use,Uninsulated,50% Usage,No,"Room AC, EER 8.5",20% Conditioned,Room AC,No,,No,"Fuel Wall/Floor Furnace, 68% AFUE",Non-Ducted Heating,Natural Gas Fuel Wall/Floor Furnace,,20000-39999,10 ACH50,,Uninsulated,Uninsulated,Uninsulated,"Finished, R-38",,"Brick, 12-in, 3-wythe, Uninsulated","Summer = 0.7, Winter = 0.85",100% CFL,100% Usage,100% Usage,,,"EF 12, National Average",,,,,,,,,"Cooling Season, 7 days/wk",7,1,South,,0.5,1.19,,,,EF 19.9,95% Usage,"Tile, Clay or Ceramic",,Renter,Low,Occupied,1960s,1960-79,Natural Gas Standard,Natural Gas,No,F12 B12 L12 R12,"Double, Low-E, Non-metal, Air, M-Gain",27012,10542.9386783755
326772,3310,80-100%,,5,Standard Efficiency,Electric,120% Usage,EnergyStar,Yes,120% Usage,Gas,120% Usage,76F,No,0F,,Not Applicable,318 Rated kWh,120% Usage,20 ft^2,"20% Leakage to Outside, Uninsulated",Unheated Basement,300-400%,,,,,,,Single-Family Detached,3000-3999,2500-3999,Unheated Basement,,2,2,<8,"Vinyl, Light",Wood Frame,No,Natural Gas,68F,No,0F,,No Exterior Use,Uninsulated,200% Usage,No,"AC, SEER 13",100% Conditioned,Central AC,Yes,,No,"Fuel Boiler, 80% AFUE",Non-Ducted Heating,Natural Gas Fuel Boiler,,100000-149999,15 ACH50,,Uninsulated,Uninsulated,Uninsulated,"Finished, R-38",,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.85",100% LED,100% Usage,100% Usage,,,,,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,6,Northeast,,2.0,1.01,,,No,EF 19.9,105% Usage,Composition Shingles,,Owner,High,Occupied,<1940,<1940,Electric Standard,Electricity,Yes,F12 B12 L12 R12,"Single, Clear, Non-metal",111217,94866.2262015378
326882,881,Not Available,,2,"Standard Efficiency, No usage",Electric,120% Usage,Standard,Yes,120% Usage,Propane,120% Usage,72F,No,0F,,Not Applicable,318 Rated kWh,120% Usage,20 ft^2,,,Not Available,Vented Attic,,,,,,Single-Family Detached,750-999,0-1499,Heated Basement,,1,1,<8,"Vinyl, Light",Wood Frame,No,Other Fuel,55F,No,0F,,No Exterior Use,Uninsulated,200% Usage,Not Available,"Room AC, EER 9.8",40% Conditioned,Room AC,No,,No,"Fuel Wall/Floor Furnace, 60% AFUE",Non-Ducted Heating,Other Fuel Fuel Wall/Floor Furnace,,Not Available,40 ACH50,R-38,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.85",100% CFL,100% Usage,100% Usage,,EF 17.6,"EF 12, National Average",,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,0,East,,2.0,1.01,,,No,EF 19.9,105% Usage,Composition Shingles,,Not Available,High,Vacant,<1940,<1940,Electric Premium,Electricity,Yes,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain",0,1754.03035498075
326900,2678,100-120%,,3,Standard Efficiency,Electric,100% Usage,EnergyStar,Yes,100% Usage,Gas,100% Usage,72F,No,0F,,Not Applicable,,100% Usage,20 ft^2,"0% Leakage to Outside, Uninsulated",Heated Basement,400%+,Vented Attic,,,,,,Single-Family Detached,2500-2999,2500-3999,Heated Basement,2 Car,2,2,<8,"Shingle, Composition, Medium",Wood Frame,No,Natural Gas,70F,Yes,3F,Night -3h,No Exterior Use,Uninsulated,100% Usage,No,"AC, SEER 13",100% Conditioned,Central AC,Yes,,No,"Fuel Boiler, 80% AFUE",Non-Ducted Heating,Natural Gas Fuel Boiler,,60000-99999,3 ACH50,R-19,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.85",100% Incandescent,100% Usage,100% Usage,,EF 17.6,,,,,,,,,Typical Efficiency,"Cooling Season, 7 days/wk",Left/Right at 15ft,2,South,,1.0,1.01,,,No,EF 10.5,100% Usage,Composition Shingles,,Owner,Medium,Occupied,1960s,1960-79,Natural Gas Standard,Natural Gas,Yes,F9 B9 L9 R9,"Double, Clear, Non-metal, Air",74877,60760.6665523857
327647,298,Not Available,,1,"Standard Efficiency, No usage",Electric,80% Usage,EnergyStar,Yes,80% Usage,Electric Resistance,80% Usage,70F,Yes,2F,Night Setback -5h,Not Applicable,,80% Usage,20 ft^2,"0% Leakage to Outside, Uninsulated",Heated Basement,Not Available,Vented Attic,,,,,,Single-Family Detached,0-499,0-1499,Heated Basement,1 Car,1,1,<8,"Shingle, Composition, Medium",Wood Frame,No,Other Fuel,55F,No,0F,,No Exterior Use,Uninsulated,50% Usage,Not Available,"AC, SEER 13",100% Conditioned,Central AC,Yes,,No,"Fuel Furnace, 60% AFUE",Ducted Heating,Other Fuel Fuel Furnace,,Not Available,5 ACH50,R-19,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.85",100% Incandescent,100% Usage,100% Usage,,EF 6.7,,,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,0,West,,0.5,1.01,,,No,EF 19.9,95% Usage,"Asphalt Shingles, Medium",,Not Available,Low,Vacant,1960s,1960-79,Fuel Oil Premium,Fuel Oil,Yes,F30 B30 L30 R30,"Double, Clear, Metal, Air",0,4472.85067296845
327733,881,150%+,,2,Standard Efficiency,Electric,120% Usage,Standard,Yes,120% Usage,Electric Resistance,120% Usage,75F,No,0F,,Not Applicable,318 Rated kWh,120% Usage,20 ft^2,"0% Leakage to Outside, Uninsulated",Living Space,400%+,,,,,,,Mobile Home,750-999,0-1499,Ambient,,1,1,<8,"Vinyl, Light",Wood Frame,No,Propane,68F,Yes,3F,Night,No Exterior Use,Uninsulated,200% Usage,No,"Room AC, EER 10.7",20% Conditioned,Room AC,Yes,,No,"Fuel Furnace, 92.5% AFUE",Ducted Heating,Propane Fuel Furnace,,60000-99999,30 ACH50,,Ceiling R-13,,,"Finished, R-30",,"Wood Stud, R-19","Summer = 0.7, Winter = 0.85",100% Incandescent,100% Usage,100% Usage,,,"EF 12, National Average",,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,2,South,,2.0,0.97,,,No,EF 17.6,105% Usage,"Metal, Dark",,Owner,High,Occupied,1980s,1980-99,Electric Standard,Electricity,Yes,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain",89096,22501.703696753
328101,1698,150%+,,3,Standard Efficiency,Electric,120% Usage,Standard,Yes,120% Usage,Gas,120% Usage,75F,No,0F,,Not Applicable,318 Rated kWh,120% Usage,20 ft^2,"10% Leakage to Outside, Uninsulated",Crawlspace,400%+,Finished Attic or Cathedral Ceilings,,,,,,Single-Family Detached,1500-1999,1500-2499,Vented Crawlspace,2 Car,2,2,<8,"Wood, Medium/Dark",Wood Frame,No,Natural Gas,67F,No,0F,,No Exterior Use,Uninsulated,200% Usage,No,"AC, SEER 13",100% Conditioned,Central AC,Yes,,No,"Fuel Furnace, 80% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,100000-149999,30 ACH50,,Uninsulated,Uninsulated,Uninsulated,"Finished, R-30",,"Wood Stud, R-11","Summer = 0.7, Winter = 0.85",100% LED,100% Usage,100% Usage,,EF 17.6,,,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,2,West,,2.0,1.01,,,No,EF 15.9,105% Usage,Composition Shingles,,Owner,High,Occupied,1980s,1980-99,Natural Gas Premium,Natural Gas,Yes,F15 B15 L15 R15,"Single, Clear, Metal",128932,62406.2606114028
329283,1678,80-100%,,2,,Electric,120% Usage,Standard,Yes,120% Usage,Gas,120% Usage,70F,Yes,2F,Night Setback +4h,Not Applicable,290 Rated kWh,120% Usage,20 ft^2,"20% Leakage to Outside, Uninsulated",Crawlspace,300-400%,,,Right,,,24.0,Single-Family Attached,1500-1999,1500-2499,Vented Crawlspace,,2,2,<8,"Wood, Medium/Dark",Wood Frame,No,Natural Gas,72F,No,0F,,No Exterior Use,Uninsulated,200% Usage,No,,,,Yes,,No,"Fuel Furnace, 92.5% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,60000-99999,8 ACH50,,Uninsulated,Uninsulated,Uninsulated,"Finished, R-19",,"Wood Stud, R-19","Summer = 0.7, Winter = 0.85",100% Incandescent,100% Usage,100% Usage,,,,,,,Electricity,,,,,"Cooling Season, 7 days/wk",12,3,North,,2.0,1.08,,,No,EF 19.9,105% Usage,"Tile, Clay or Ceramic",,Owner,High,Occupied,1980s,1980-99,Natural Gas Standard,Natural Gas,Yes,F9 B9 L9 R9,"Double, Clear, Metal, Air",66973,53348.3130455899
329700,2678,Not Available,,4,"Standard Efficiency, No usage",Electric,100% Usage,Standard,Yes,100% Usage,Propane,100% Usage,72F,No,0F,,Not Applicable,290 Rated kWh,100% Usage,20 ft^2,"20% Leakage to Outside, R-8",Attic,Not Available,Vented Attic,,,,,,Single-Family Detached,2500-2999,2500-3999,Slab,2 Car,2,2,<8,"Brick, Medium/Dark",Wood Frame,No,Propane,55F,No,0F,,No Exterior Use,Uninsulated,100% Usage,Not Available,"AC, SEER 15",60% Conditioned,Central AC,Yes,,No,"Fuel Furnace, 80% AFUE",Ducted Heating,Propane Fuel Furnace,,Not Available,10 ACH50,R-38,,,,"Unfinished, Uninsulated","2ft R10 Perimeter, Vertical","Wood Stud, R-11","Summer = 0.7, Winter = 0.85",100% LED,100% Usage,100% Usage,,,"EF 12, National Average",,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,0,East,,1.0,1.01,,,No,EF 15.9,100% Usage,"Asphalt Shingles, Medium",,Not Available,Medium,Vacant,2000s,2000-09,Propane Standard,Propane,Yes,F12 B12 L12 R12,"Double, Low-E, Non-metal, Air, M-Gain",0,27952.5325308862
329817,2179,60-80%,,4,,Electric,100% Usage,EnergyStar,Yes,100% Usage,Electric Induction,100% Usage,75F,No,0F,,Not Applicable,,100% Usage,20 ft^2,"0% Leakage to Outside, Uninsulated",Heated Basement,200-300%,Finished Attic or Cathedral Ceilings,,,,,,Single-Family Detached,2000-2499,1500-2499,Heated Basement,1 Car,2,2,<8,"Shingle, Composition, Medium",Wood Frame,No,Natural Gas,72F,No,0F,,No Exterior Use,Uninsulated,100% Usage,No,"AC, SEER 13",100% Conditioned,Central AC,Yes,,No,"Fuel Furnace, 80% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,20000-39999,7 ACH50,,Uninsulated,Uninsulated,Uninsulated,"Finished, R-49",,"Wood Stud, R-7","Summer = 0.7, Winter = 0.85",100% LED,100% Usage,100% Usage,,,,,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,1,East,,1.0,1.01,,,No,EF 19.9,100% Usage,Composition Shingles,,Renter,Medium,Occupied,1970s,1960-79,Electric Standard,Electricity,Yes,F9 B9 L9 R9,"Single, Clear, Non-metal",36175,38414.5835938942
331332,1698,80-100%,,4,Standard Efficiency,Electric,80% Usage,EnergyStar,Yes,80% Usage,Electric Resistance,80% Usage,80F,No,0F,,Not Applicable,290 Rated kWh,80% Usage,20 ft^2,"20% Leakage to Outside, Uninsulated",Unheated Basement,200-300%,Vented Attic,,,,,,Single-Family Detached,1500-1999,1500-2499,Unheated Basement,,1,1,<8,"Vinyl, Light",Wood Frame,No,Other Fuel,70F,No,0F,,No Exterior Use,Uninsulated,50% Usage,No,"Room AC, EER 9.8",20% Conditioned,Room AC,Yes,,No,"Fuel Furnace, 60% AFUE",Ducted Heating,Other Fuel Fuel Furnace,,60000-99999,20 ACH50,R-30,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.85",100% LED,100% Usage,100% Usage,,,,,,,,,,,Typical Efficiency,"Cooling Season, 7 days/wk",Left/Right at 15ft,6,Southwest,,0.5,1.01,,,No,EF 15.9,95% Usage,"Asphalt Shingles, Medium",,Owner,Low,Occupied,<1940,<1940,Electric Standard,Electricity,Yes,F9 B9 L9 R9,"Double, Clear, Non-metal, Air",89311,9822.86305896237
332066,1228,0-30%,,3,Standard Efficiency,Electric,120% Usage,Standard,Yes,120% Usage,Electric Resistance,120% Usage,70F,No,0F,,Not Applicable,290 Rated kWh,120% Usage,20 ft^2,"0% Leakage to Outside, Uninsulated",Living Space,0-100%,,,,,,,Mobile Home,1000-1499,0-1499,Ambient,,1,1,<8,"Vinyl, Light",Wood Frame,No,Electricity,68F,No,0F,,No Exterior Use,Uninsulated,200% Usage,No,Ducted Heat Pump,100% Conditioned,Ducted Heat Pump,Yes,,No,"ASHP, SEER 15, 8.5 HSPF",Ducted Heat Pump,Electricity ASHP,,<20000,30 ACH50,,Uninsulated,,,"Finished, R-19",,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.85",100% CFL,100% Usage,100% Usage,,EF 17.6,,,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,4,North,,2.0,0.97,,,No,EF 17.6,105% Usage,"Metal, Dark",,Owner,High,Occupied,1960s,1960-79,Electric Premium,Electricity,Yes,F6 B6 L6 R6,"Double, Clear, Non-metal, Air, Exterior Clear Storm",4219,37620.3609937274
333378,322,Not Available,,1,"Standard Efficiency, No usage",,100% Usage,,,100% Usage,Electric Resistance,100% Usage,72F,No,0F,,Double-Loaded Interior,290 Rated kWh,100% Usage,20 ft^2,"0% Leakage to Outside, Uninsulated",Living Space,Not Available,,Middle,,Middle,326.0,,Multi-Family with 5+ Units,0-499,0-1499,Unheated Basement,,11,4+,8+,"Aluminum, Light",Steel Frame,No,Natural Gas,55F,Yes,3F,Night -1h,No Exterior Use,Uninsulated,100% Usage,Not Available,"AC, SEER 15",100% Conditioned,Central AC,Yes,,No,"Fuel Furnace, 80% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,Not Available,20 ACH50,,Ceiling R-13,Uninsulated,Uninsulated,"Finished, R-30",,"Wood Stud, R-11","Summer = 0.7, Winter = 0.85",100% Incandescent,100% Usage,100% Usage,,,,,,,,,,,,"Cooling Season, 7 days/wk",27,0,North,,1.0,0.89,,,,EF 17.6,100% Usage,"Asphalt Shingles, Medium",,Not Available,Medium,Vacant,1980s,1980-99,Natural Gas Standard,Natural Gas,No,F30 B30 L30 R30,"Double, Clear, Non-metal, Air",0,2935.39983884497
333602,1698,0-30%,,3,Standard Efficiency,Electric,80% Usage,Standard,Yes,80% Usage,Gas,80% Usage,68F,No,0F,,Not Applicable,,80% Usage,20 ft^2,"10% Leakage to Outside, Uninsulated",Unheated Basement,0-100%,Unvented Attic,,,,,,Single-Family Detached,1500-1999,1500-2499,Unheated Basement,,2,2,<8,"Vinyl, Light",Wood Frame,No,Natural Gas,67F,Yes,3F,Night +5h,No Exterior Use,Uninsulated,50% Usage,No,"Room AC, EER 10.7",20% Conditioned,Room AC,Yes,,No,"Fuel Furnace, 76% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,<20000,15 ACH50,R-7,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.85",100% CFL,100% Usage,100% Usage,,,,,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,3,North,,0.5,1.01,,,No,EF 17.6,95% Usage,Wood Shingles,,Owner,Low,Occupied,<1940,<1940,Electric Standard,Electricity,Yes,F30 B30 L30 R30,"Double, Low-E, Non-metal, Air, M-Gain",12426,52559.3657246863
334036,881,60-80%,,2,Standard Efficiency,Electric,80% Usage,Standard,Yes,80% Usage,Gas,80% Usage,68F,No,0F,,Not Applicable,318 Rated kWh,80% Usage,20 ft^2,,,200-300%,,,,,,,Mobile Home,750-999,0-1499,Ambient,,1,1,<8,"Brick, Medium/Dark",Wood Frame,No,Natural Gas,75F,No,0F,,No Exterior Use,Uninsulated,50% Usage,No,"Room AC, EER 12.0",60% Conditioned,Room AC,No,,No,"Fuel Wall/Floor Furnace, 68% AFUE",Non-Ducted Heating,Natural Gas Fuel Wall/Floor Furnace,,60000-99999,20 ACH50,,Uninsulated,,,"Finished, R-38",,"Wood Stud, R-7","Summer = 0.7, Winter = 0.85",100% CFL,100% Usage,100% Usage,,,,,,,,Has Pool,,1.0 HP Pump,,"Cooling Season, 7 days/wk",Left/Right at 15ft,4,North,,0.5,0.97,,,No,EF 15.9,95% Usage,Wood Shingles,,Owner,Low,Occupied,1970s,1960-79,Electric Standard,Electricity,Yes,F9 B9 L9 R9,"Double, Clear, Metal, Air, Exterior Clear Storm",64828,39018.8961405893
334920,1228,100-120%,,5,Standard Efficiency,Gas,80% Usage,EnergyStar,Yes,80% Usage,Electric Resistance,80% Usage,70F,No,0F,,Not Applicable,,80% Usage,20 ft^2,"20% Leakage to Outside, Uninsulated",Crawlspace,300-400%,Vented Attic,,,,,,Single-Family Detached,1000-1499,0-1499,Vented Crawlspace,1 Car,1,1,<8,"Vinyl, Light",Wood Frame,No,Natural Gas,65F,No,0F,,No Exterior Use,Uninsulated,50% Usage,No,"AC, SEER 10",100% Conditioned,Central AC,Yes,,No,"Fuel Boiler, 80% AFUE",Non-Ducted Heating,Natural Gas Fuel Boiler,,60000-99999,10 ACH50,R-38,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,"Wood Stud, R-7","Summer = 0.7, Winter = 0.85",100% Incandescent,100% Usage,100% Usage,,EF 15.9,,,Gas Grill,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,2,East,,0.5,1.01,,,No,EF 15.9,95% Usage,"Metal, Dark",,Owner,Low,Occupied,1970s,1960-79,Natural Gas Standard,Natural Gas,Yes,F12 B12 L12 R12,"Double, Clear, Non-metal, Air, Exterior Clear Storm",63747,28060.0896136394
334993,3310,30-60%,,5,,Electric,80% Usage,Standard,Yes,80% Usage,Propane,80% Usage,70F,No,0F,,Not Applicable,,80% Usage,20 ft^2,"0% Leakage to Outside, Uninsulated",Heated Basement,150-200%,Vented Attic,,,,,,Single-Family Detached,3000-3999,2500-3999,Heated Basement,,2,2,<8,"Vinyl, Light",Wood Frame,No,Other Fuel,68F,Yes,3F,Night -1h,No Exterior Use,Uninsulated,50% Usage,No,"AC, SEER 15",60% Conditioned,Central AC,Yes,,No,"Fuel Wall/Floor Furnace, 60% AFUE",Non-Ducted Heating,Other Fuel Fuel Wall/Floor Furnace,,<20000,6 ACH50,R-7,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.85",100% CFL,100% Usage,100% Usage,,,,,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,1,North,,0.5,1.01,,,No,EF 17.6,95% Usage,Composition Shingles,,Owner,Low,Occupied,<1940,<1940,Other Fuel,Other Fuel,Yes,F9 B9 L9 R9,"Double, Clear, Metal, Air",19323,5624.91304981546
